01/08/1971 97.24
01/09/1971 99.66
01/10/1971 97.8
01/11/1971 93.52
01/12/1971 100.22
01/01/1972 104.66
01/02/1972 106.84
01/03/1972 109.64
01/04/1972 111.02
01/05/1972 110.16
01/06/1972 110.73
01/07/1972 110.17
01/08/1972 114.34
01/09/1972 112.95
01/10/1972 113.43
01/11/1972 119.39
01/12/1972 122.15
01/01/1973 123.36
01/02/1973 119.26
01/03/1973 117.65
01/04/1973 115.73
01/05/1973 112.76
01/06/1973 110.52
01/07/1973 111.86
01/08/1973 110.03
01/09/1973 112.23
01/10/1973 116.98
01/11/1973 108.97
01/12/1973 101.56
01/01/1974 103.29
01/02/1974 100.73
01/03/1974 105.34
01/04/1974 100.27
01/05/1974 97.56
01/06/1974 98.01
01/07/1974 86.89
01/08/1974 83.62
01/09/1974 75.25
01/10/1974 77.04
01/11/1974 79.92
01/12/1974 75.06
01/01/1975 81.54
01/02/1975 90.35
01/03/1975 94.85
01/04/1975 96.26
01/05/1975 102.72
01/06/1975 105.7
01/07/1975 106.15
01/08/1975 98.73
01/09/1975 97.88
01/10/1975 102.75
01/11/1975 104.85
01/12/1975 103.61
01/01/1976 113.5
01/02/1976 118.24
01/03/1976 119.19
01/04/1976 120.5
01/05/1976 120.04
01/06/1976 121.12
01/07/1976 124.35
01/08/1976 123.66
01/09/1976 126.68
01/10/1976 122.75
01/11/1976 122.3
01/12/1976 126.94
01/01/1977 126.26
01/02/1977 123.28
01/03/1977 123.22
01/04/1977 121.75
01/05/1977 121.83
01/06/1977 122.94
01/07/1977 124.52
01/08/1977 121.93
01/09/1977 120.51
01/10/1977 117.86
01/11/1977 119.03
01/12/1977 118.94
01/01/1978 114.91
01/02/1978 113.8
01/03/1978 114.1
01/04/1978 119.62
01/05/1978 126.21
01/06/1978 127.06
01/07/1978 126.99
01/08/1978 136.3
01/09/1978 136.84
01/10/1978 133.05
01/11/1978 125.82
01/12/1978 128.24
01/01/1979 133.61
01/02/1979 132.2
01/03/1979 135.3
01/04/1979 138.6
01/05/1979 135.98
01/06/1979 139.27
01/07/1979 141.26
01/08/1979 148.35
01/09/1979 150.64
01/10/1979 145.59
01/11/1979 145.13
01/12/1979 151.53
01/01/1980 156.55
01/02/1980 163.44
01/03/1980 149.1
01/04/1980 147.37
01/05/1980 154.8
01/06/1980 165.43
01/07/1980 173.65
01/08/1980 179.75
01/09/1980 184.85
01/10/1980 191.0
01/11/1980 199.81
01/12/1980 197.33
01/01/1981 197.36
01/02/1981 191.3
01/03/1981 199.23
01/04/1981 201.82
01/05/1981 198.56
01/06/1981 200.26
01/07/1981 196.23
01/08/1981 197.81
01/09/1981 181.39
01/10/1981 184.53
01/11/1981 190.15
01/12/1981 192.4
01/01/1982 183.16
01/02/1982 179.66
01/03/1982 174.73
01/04/1982 184.29
01/05/1982 185.35
01/06/1982 175.58
01/07/1982 176.01
01/08/1982 177.41
01/09/1982 198.87
01/10/1982 216.54
01/11/1982 226.28
01/12/1982 229.35
01/01/1983 238.35
01/02/1983 243.43
01/03/1983 252.85
01/04/1983 263.46
01/05/1983 275.12
01/06/1983 279.94
01/07/1983 281.93
01/08/1983 275.14
01/09/1983 284.26
01/10/1983 286.11
01/11/1983 282.85
01/12/1983 282.49
01/01/1984 286.95
01/02/1984 272.28
01/03/1984 273.49
01/04/1984 274.88
01/05/1984 274.2
01/06/1984 269.13
01/07/1984 266.69
01/08/1984 291.25
01/09/1984 295.35
01/10/1984 294.14
01/11/1984 297.93
01/12/1984 295.83
01/01/1985 309.73
01/02/1985 327.66
01/03/1985 326.1
01/04/1985 329.45
01/05/1985 338.47
01/06/1985 346.97
01/07/1985 354.77
01/08/1985 348.23
01/09/1985 341.67
01/10/1985 346.78
01/11/1985 369.05
01/12/1985 388.59
01/01/1986 391.52
01/02/1986 413.83
01/03/1986 439.43
01/04/1986 451.48
01/05/1986 453.7
01/06/1986 467.92
01/07/1986 459.49
01/08/1986 469.98
01/09/1986 458.44
01/10/1986 458.03
01/11/1986 474.21
01/12/1986 482.32
01/01/1987 514.51
01/02/1987 547.76
01/03/1987 571.74
01/04/1987 566.85
01/05/1987 567.84
01/06/1987 593.39
01/07/1987 611.93
01/08/1987 651.43
01/09/1987 631.7
01/10/1987 556.82
01/11/1987 488.32
01/12/1987 481.81
01/01/1988 502.28
01/02/1988 519.01
01/03/1988 535.79
01/04/1988 531.06
01/05/1988 519.45
01/06/1988 550.63
01/07/1988 548.95
01/08/1988 539.53
01/09/1988 549.94
01/10/1988 570.86
01/11/1988 559.35
01/12/1988 572.38
01/01/1989 592.49
01/02/1989 612.06
01/03/1989 611.09
01/04/1989 632.89
01/05/1989 658.95
01/06/1989 681.34
01/07/1989 700.42
01/08/1989 733.3
01/09/1989 736.67
01/10/1989 738.79
01/11/1989 725.42
01/12/1989 745.29
01/01/1990 728.83
01/02/1990 710.43
01/03/1990 729.67
01/04/1990 731.13
01/05/1990 759.3
01/06/1990 783.39
01/07/1990 784.73
01/08/1990 723.05
