01/02/1970 89.50
01/03/1970 89.60
01/04/1970 81.50
01/05/1970 76.50
01/06/1970 72.70
01/07/1970 78.00
01/08/1970 81.50
01/09/1970 84.20
01/10/1970 83.20
01/11/1970 87.20
01/12/1970 92.20
01/01/1971 95.90
01/02/1971 96.80
01/03/1971 100.30
01/04/1971 104.00
01/05/1971 99.60
01/06/1971 99.70
01/07/1971 95.60
01/08/1971 99.00
01/09/1971 98.30
01/10/1971 94.20
01/11/1971 94.00
01/12/1971 102.10
01/01/1972 103.90
01/02/1972 106.60
01/03/1972 107.20
01/04/1972 107.70
01/05/1972 109.50
01/06/1972 107.10
01/07/1972 107.40
01/08/1972 111.10
01/09/1972 110.50
01/10/1972 111.60
01/11/1972 116.70
01/12/1972 118.00
01/01/1973 116.00
01/02/1973 111.70
01/03/1973 111.50
01/04/1973 107.00
01/05/1973 105.00
01/06/1973 104.30
01/07/1973 108.20
01/08/1973 104.20
01/09/1973 108.40
01/10/1973 108.30
01/11/1973 96.00
01/12/1973 97.50
01/01/1974 96.60
01/02/1974 96.20
01/03/1974 94.00
01/04/1974 90.30
01/05/1974 87.30
01/06/1974 86.00
01/07/1974 79.30
01/08/1974 72.20
01/09/1974 63.50
01/10/1974 73.90
01/11/1974 70.00
01/12/1974 68.60
01/01/1975 77.00
01/02/1975 81.60
01/03/1975 83.40
01/04/1975 87.30
01/05/1975 91.20
01/06/1975 95.20
01/07/1975 88.80
01/08/1975 86.90
01/09/1975 83.90
01/10/1975 89.00
01/11/1975 91.20
01/12/1975 90.20
01/01/1976 100.90
01/02/1976 99.70
01/03/1976 102.80
01/04/1976 101.60
01/05/1976 100.20
01/06/1976 104.30
01/07/1976 103.40
01/08/1976 102.90
01/09/1976 105.20
01/10/1976 102.90
01/11/1976 102.10
01/12/1976 107.50
01/01/1977 102.00
01/02/1977 99.80
01/03/1977 98.40
01/04/1977 98.40
01/05/1977 96.10
01/06/1977 100.50
01/07/1977 98.80
01/08/1977 96.80
01/09/1977 96.50
01/10/1977 92.30
01/11/1977 94.80
01/12/1977 95.10
01/01/1978 89.20
01/02/1978 87.00
01/03/1978 89.20
01/04/1978 96.80
01/05/1978 97.20
01/06/1978 95.50
01/07/1978 100.70
01/08/1978 103.30
01/09/1978 102.50
01/10/1978 93.20
01/11/1978 94.70
01/12/1978 96.10
01/01/1979 99.90
01/02/1979 96.30
01/03/1979 101.60
01/04/1979 101.80
01/05/1979 99.10
01/06/1979 102.90
01/07/1979 103.80
01/08/1979 109.30
01/09/1979 109.30
01/10/1979 101.80
01/11/1979 106.20
01/12/1979 107.90
01/01/1980 114.20
01/02/1980 113.70
01/03/1980 102.10
01/04/1980 106.30
01/05/1980 111.20
01/06/1980 114.20
01/07/1980 121.70
01/08/1980 122.40
01/09/1980 125.50
01/10/1980 127.50
01/11/1980 140.50
01/12/1980 135.80
01/01/1981 129.60
01/02/1981 131.30
01/03/1981 136.00
01/04/1981 132.80
01/05/1981 132.60
01/06/1981 131.20
01/07/1981 130.90
01/08/1981 122.80
01/09/1981 116.20
01/10/1981 121.90
01/11/1981 126.30
01/12/1981 122.60
01/01/1982 120.40
01/02/1982 113.10
01/03/1982 112.00
01/04/1982 116.40
01/05/1982 111.90
01/06/1982 109.60
01/07/1982 107.10
01/08/1982 119.50
01/09/1982 120.40
01/10/1982 133.70
01/11/1982 138.50
01/12/1982 140.60
01/01/1983 145.30
01/02/1983 148.10
01/03/1983 153.00
01/04/1983 164.40
01/05/1983 162.40
01/06/1983 168.10
01/07/1983 162.60
01/08/1983 164.40
01/09/1983 166.10
01/10/1983 163.60
01/11/1983 166.40
01/12/1983 164.90
