01/02/1871 4.5
01/03/1871 4.63
01/04/1871 4.78
01/05/1871 4.93
01/06/1871 4.91
01/07/1871 4.84
01/08/1871 4.92
01/09/1871 5.0
01/10/1871 4.76
01/11/1871 4.83
01/12/1871 4.96
01/01/1872 5.11
01/02/1872 5.15
01/03/1872 5.35
01/04/1872 5.52
01/05/1872 5.54
01/06/1872 5.52
01/07/1872 5.51
01/08/1872 5.47
01/09/1872 5.4
01/10/1872 5.45
01/11/1872 5.45
01/12/1872 5.61
01/01/1873 5.68
01/02/1873 5.76
01/03/1873 5.74
01/04/1873 5.69
01/05/1873 5.73
01/06/1873 5.68
01/07/1873 5.7
01/08/1873 5.73
01/09/1873 5.33
01/10/1873 4.89
01/11/1873 4.75
01/12/1873 5.23
01/01/1874 5.55
01/02/1874 5.74
01/03/1874 5.69
01/04/1874 5.57
01/05/1874 5.46
01/06/1874 5.47
01/07/1874 5.5
01/08/1874 5.55
01/09/1874 5.67
01/10/1874 5.69
01/11/1874 5.78
01/12/1874 5.77
01/01/1875 5.81
01/02/1875 5.83
01/03/1875 5.94
01/04/1875 6.05
01/05/1875 5.85
01/06/1875 5.77
01/07/1875 5.82
01/08/1875 5.88
01/09/1875 5.86
01/10/1875 5.8
01/11/1875 5.93
01/12/1875 5.96
01/01/1876 6.12
01/02/1876 6.24
01/03/1876 6.26
01/04/1876 6.06
01/05/1876 5.87
01/06/1876 5.86
01/07/1876 5.82
01/08/1876 5.62
01/09/1876 5.31
01/10/1876 5.32
01/11/1876 5.25
01/12/1876 5.26
01/01/1877 5.25
01/02/1877 4.98
01/03/1877 4.76
01/04/1877 4.44
01/05/1877 4.48
01/06/1877 4.19
01/07/1877 4.4
01/08/1877 4.74
01/09/1877 5.06
01/10/1877 5.2
01/11/1877 5.15
01/12/1877 5.16
01/01/1878 5.18
01/02/1878 5.1
01/03/1878 5.22
01/04/1878 5.39
01/05/1878 5.43
01/06/1878 5.57
01/07/1878 5.71
01/08/1878 5.68
01/09/1878 5.82
01/10/1878 5.78
01/11/1878 5.79
01/12/1878 5.78
01/01/1879 6.03
01/02/1879 6.27
01/03/1879 6.2
01/04/1879 6.43
01/05/1879 6.74
01/06/1879 6.8
01/07/1879 6.97
01/08/1879 7.05
01/09/1879 7.34
01/10/1879 8.16
01/11/1879 8.63
01/12/1879 8.64
01/01/1880 9.01
01/02/1880 9.2
01/03/1880 9.4
01/04/1880 9.22
01/05/1880 8.53
01/06/1880 8.6
01/07/1880 9.03
01/08/1880 9.39
01/09/1880 9.41
01/10/1880 9.72
01/11/1880 10.27
01/12/1880 10.73
01/01/1881 11.42
01/02/1881 11.42
01/03/1881 11.59
01/04/1881 11.6
01/05/1881 12.17
01/06/1881 12.36
01/07/1881 11.98
01/08/1881 11.74
01/09/1881 11.88
01/10/1881 11.74
01/11/1881 11.87
01/12/1881 11.58
01/01/1882 11.45
01/02/1882 11.25
01/03/1882 11.29
01/04/1882 11.34
01/05/1882 11.25
01/06/1882 11.25
01/07/1882 11.93
01/08/1882 12.34
01/09/1882 12.52
01/10/1882 12.23
01/11/1882 11.76
01/12/1882 11.87
01/01/1883 11.87
01/02/1883 11.66
01/03/1883 11.85
01/04/1883 12.16
01/05/1883 12.01
01/06/1883 12.17
01/07/1883 12.04
01/08/1883 11.55
01/09/1883 11.73
01/10/1883 11.47
01/11/1883 11.7
01/12/1883 11.5
01/01/1884 11.22
01/02/1884 11.58
01/03/1884 11.6
01/04/1884 11.13
01/05/1884 10.29
01/06/1884 9.93
01/07/1884 9.99
01/08/1884 10.67
01/09/1884 10.39
01/10/1884 10.11
01/11/1884 9.97
01/12/1884 10.0
01/01/1885 9.83
01/02/1885 10.19
01/03/1885 10.27
01/04/1885 10.3
01/05/1885 10.24
01/06/1885 10.25
01/07/1885 10.68
01/08/1885 11.33
01/09/1885 11.24
01/10/1885 11.94
01/11/1885 12.77
01/12/1885 12.72
01/01/1886 12.77
01/02/1886 13.07
01/03/1886 12.84
01/04/1886 12.72
01/05/1886 12.52
01/06/1886 13.14
01/07/1886 13.39
01/08/1886 13.54
01/09/1886 13.94
01/10/1886 14.34
01/11/1886 14.74
01/12/1886 14.4
01/01/1887 14.3
01/02/1887 14.24
01/03/1887 14.63
01/04/1887 15.01
01/05/1887 15.32
01/06/1887 14.93
01/07/1887 14.62
01/08/1887 14.3
01/09/1887 14.17
01/10/1887 13.75
01/11/1887 14.07
01/12/1887 14.05
01/01/1888 14.21
01/02/1888 14.19
01/03/1888 13.71
01/04/1888 13.81
01/05/1888 14.06
01/06/1888 13.68
01/07/1888 14.09
01/08/1888 14.44
01/09/1888 14.86
01/10/1888 14.83
01/11/1888 14.57
01/12/1888 14.35
01/01/1889 14.68
01/02/1889 14.9
01/03/1889 14.65
01/04/1889 14.67
01/05/1889 15.12
01/06/1889 15.43
01/07/1889 15.17
01/08/1889 15.43
01/09/1889 15.85
01/10/1889 15.62
01/11/1889 15.53
01/12/1889 15.49
01/01/1890 15.72
01/02/1890 15.6
01/03/1890 15.53
01/04/1890 15.91
01/05/1890 16.65
01/06/1890 16.58
01/07/1890 16.52
01/08/1890 16.18
01/09/1890 15.97
01/10/1890 15.3
01/11/1890 14.24
01/12/1890 13.97
01/01/1891 14.75
01/02/1891 14.99
01/03/1891 14.77
01/04/1891 15.32
01/05/1891 15.31
01/06/1891 15.06
01/07/1891 14.87
01/08/1891 15.43
01/09/1891 16.73
01/10/1891 16.79
01/11/1891 16.6
01/12/1891 17.16
01/01/1892 17.54
01/02/1892 17.63
01/03/1892 17.88
01/04/1892 17.91
01/05/1892 17.97
01/06/1892 17.94
01/07/1892 18.0
01/08/1892 18.32
01/09/1892 17.93
01/10/1892 18.35
01/11/1892 18.35
01/12/1892 18.22
01/01/1893 18.62
01/02/1893 18.35
01/03/1893 17.75
01/04/1893 17.82
01/05/1893 16.31
01/06/1893 15.61
01/07/1893 14.22
01/08/1893 13.95
01/09/1893 15.01
01/10/1893 15.53
01/11/1893 15.85
01/12/1893 15.36
01/01/1894 15.12
01/02/1894 15.4
01/03/1894 15.93
01/04/1894 16.21
01/05/1894 15.68
01/06/1894 15.53
01/07/1894 15.28
01/08/1894 15.92
01/09/1894 16.24
01/10/1894 15.8
01/11/1894 15.86
01/12/1894 15.78
01/01/1895 15.66
01/02/1895 15.5
01/03/1895 15.57
01/04/1895 16.3
01/05/1895 17.26
01/06/1895 17.66
01/07/1895 17.79
01/08/1895 18.12
01/09/1895 18.3
01/10/1895 18.09
01/11/1895 17.54
01/12/1895 16.57
01/01/1896 16.44
01/02/1896 17.19
01/03/1896 16.98
01/04/1896 17.2
01/05/1896 17.18
01/06/1896 16.93
01/07/1896 15.89
01/08/1896 15.05
01/09/1896 15.9
01/10/1896 16.31
01/11/1896 17.49
01/12/1896 16.91
01/01/1897 16.97
01/02/1897 16.87
01/03/1897 16.97
01/04/1897 16.5
01/05/1897 16.65
01/06/1897 17.48
01/07/1897 18.32
01/08/1897 19.57
01/09/1897 20.58
01/10/1897 19.99
01/11/1897 19.34
01/12/1897 19.82
01/01/1898 20.43
01/02/1898 20.45
01/03/1898 19.59
01/04/1898 19.32
01/05/1898 20.65
01/06/1898 21.53
01/07/1898 21.68
01/08/1898 22.56
01/09/1898 22.59
01/10/1898 22.19
01/11/1898 22.99
01/12/1898 24.49
01/01/1899 26.42
01/02/1899 27.5
01/03/1899 27.96
01/04/1899 28.38
01/05/1899 27.27
01/06/1899 26.74
01/07/1899 27.74
01/08/1899 28.52
01/09/1899 28.29
01/10/1899 28.23
01/11/1899 28.85
01/12/1899 26.96
01/01/1900 27.4
01/02/1900 27.98
01/03/1900 28.29
01/04/1900 28.74
01/05/1900 27.48
01/06/1900 26.76
01/07/1900 26.86
01/08/1900 27.33
01/09/1900 26.79
01/10/1900 27.87
01/11/1900 30.16
01/12/1900 32.09
01/01/1901 33.15
01/02/1901 34.11
01/03/1901 35.45
01/04/1901 38.55
01/05/1901 36.73
01/06/1901 40.51
01/07/1901 37.92
01/08/1901 38.57
01/09/1901 38.5
01/10/1901 38.2
01/11/1901 39.15
01/12/1901 38.65
01/01/1902 39.6
01/02/1902 40.07
01/03/1902 40.25
01/04/1902 41.76
01/05/1902 41.79
01/06/1902 41.68
01/07/1902 42.76
01/08/1902 44.04
01/09/1902 44.27
01/10/1902 43.01
01/11/1902 41.49
01/12/1902 40.68
01/01/1903 42.89
01/02/1903 42.77
01/03/1903 41.24
01/04/1903 39.7
01/05/1903 39.07
01/06/1903 37.06
01/07/1903 35.5
01/08/1903 34.51
01/09/1903 33.83
01/10/1903 32.88
01/11/1903 33.14
01/12/1903 34.83
01/01/1904 35.56
01/02/1904 34.76
01/03/1904 34.8
01/04/1904 35.81
01/05/1904 35.21
01/06/1904 35.41
01/07/1904 37.03
01/08/1904 38.43
01/09/1904 40.27
01/10/1904 42.79
01/11/1904 45.25
01/12/1904 45.83
01/01/1905 46.98
01/02/1905 49.18
01/03/1905 50.73
01/04/1905 50.26
01/05/1905 47.94
01/06/1905 48.65
01/07/1905 50.33
01/08/1905 52.36
01/09/1905 52.68
01/10/1905 53.58
01/11/1905 53.45
01/12/1905 54.93
01/01/1906 57.0
01/02/1906 56.75
01/03/1906 55.53
